MCXC,OName,AName,RAh,RAm,RAs,DE-,DEd,DEm,DEs,RAdeg,DEdeg,GLON,GLAT,z,Cat,Sub-Cat,Scale,L500,M500,R500,Notes,Cat1,Cat2,Cat3,Cat4,L500r1,L500r2,L500r3,L500r4,r
J0212.8-4707,RXC J0212.8-4707,A2988,2,12,53.9,-,47,7,58,33.225,-47.133,269.71,-64.398,0.115,SGP,SGP,2.085,1.162194,2.0701,0.8668,,,,,,,,,,
J0214.2+5144,RXC J0214.2+5144,,2,14,16.2,,51,44,48,33.568,51.747,135.74,-9.053,0.0489,CIZA,CIZAI,0.957,0.573141,1.4083,0.7789,,,,,,,,,,-0.4855986169310229
J0214.6-0433,RXC J0214.6-0433,A0329,2,14,41.1,-,4,33,48,33.671,-4.563,167.94,-59.947,0.1393,SGP,SGP,2.457,0.942175,1.7898,0.8191,,,,,,,,,,
J0216.3-4816,RXC J0216.3-4816,A2998,2,16,19.1,-,48,16,23,34.08,-48.273,270.647,-63.19,0.1709,SGP,SGP,2.911,1.947197,2.7225,0.9318,,,,,,,,,,
J0216.5-1747,BVH2007 23,,2,16,33.7,-,17,47,27,34.14,-17.791,191.934,-68.274,0.578,400SD,400SD_SER,6.569,2.266638,2.1474,0.7376,,WARPS,,,,1.293,,,,
J0216.7-4749,RXCJ0216.7-4749,S0239,2,16,42.3,-,47,49,24,34.176,-47.823,269.827,-63.456,0.064,NORAS/REFLEX,REFLEX,1.231,0.336548,1.0075,0.6933,,SGP,,,,0.951,,,,-0.47827487587004225
J0217.2-5244,RXCJ0217.2-5244,,2,17,12.6,-,52,44,49,34.302,-52.747,276.82,-59.814,0.3432,NORAS/REFLEX,REFLEX,4.877,10.98696,6.8371,1.1893,,,,,,,,,,
J0220.9-3829,RXCJ0220.9-3829,,2,20,56.6,-,38,29,5,35.236,-38.485,249.838,-68.12,0.228,NORAS/REFLEX,REFLEX,3.65,4.47685,4.3319,1.066,,SGP,,,,0.951,,,,
J0221.1+1958,RX J0221.1+1958,,2,21,8.5,,19,58,26,35.285,19.974,150.048,-38.129,0.45,SHARC,SHARC_BRIGHT,5.759,2.613299,2.6087,0.8278,,,,,,,,,,
J0223.4-0852,BVH2007 24,,2,23,28.2,-,8,52,12,35.868,-8.87,177.236,-61.606,0.163,400SD,400SD_SER,2.8,0.265864,0.8132,0.6246,,SHARC_BRIGHT,,,,1.244,,,,
J0225.1-2928,RXCJ0225.1-2928,,2,25,10.5,-,29,28,26,36.294,-29.474,224.945,-69.269,0.0604,NORAS/REFLEX,REFLEX,1.166,0.399145,1.1207,0.7192,,SGP,,,,0.946,,,,-0.4800318766395739
J0225.9-4154,RXCJ0225.9-4154,A3016,2,25,54.6,-,41,54,35,36.478,-41.91,256.495,-65.703,0.2195,NORAS/REFLEX,REFLEX,3.546,6.076038,5.2528,1.1402,,SGP,,,,0.98,,,,
J0227.2-2851,RXC J0227.2-2851,EDCC651,2,27,12.6,-,28,51,18,36.803,-28.855,223.217,-68.823,0.2138,SGP,SGP,3.475,1.54786,2.2917,0.8666,,,,,,,,,,
J0228.1+2811,RXC J0228.1+2811,RXJ0228.2+2811,2,28,9.6,,28,11,40,37.04,28.194,147.571,-30.009,0.0353,NORAS/REFLEX,NORAS,0.702,0.162758,0.6596,0.6075,,BCS,,,,1.028,,,,-0.4920779165106654
J0228.2-1005,BVH2007 25,VMF98 26,2,28,13.5,-,10,5,45,37.056,-10.096,180.797,-61.541,0.149,400SD,400SD_SER,2.6,0.212396,0.7165,0.6017,,160SD,WARPS,,,1.007,1.324,,,
J0228.3+2325,BVH2007 26,,2,28,22.6,,23,25,23,37.094,23.423,150.055,-34.292,0.305,400SD,400SD_SER,4.505,1.032383,1.6671,0.7538,,,,,,,,,,
J0229.3-3332,RXCJ0229.3-3332,APMCC269,2,29,22.3,-,33,32,16,37.343,-33.538,235.817,-67.979,0.0792,NORAS/REFLEX,REFLEX,1.496,0.561478,1.3623,0.7629,"P,GR1",SGP,,,,0.956,,,,-0.4708745765840998
J0230.4+1836,BVH2007 27,,2,30,26.6,,18,36,22,37.611,18.606,153.329,-38.353,0.799,400SD,400SD_SER,7.505,6.886661,3.5043,0.7952,,,,,,,,,,
J0230.7-3305,RXCJ0230.7-3305,A3027,2,30,43.5,-,33,5,55,37.681,-33.099,234.541,-67.774,0.076,NORAS/REFLEX,REFLEX,1.441,0.418594,1.1414,0.72,"PB,GR1",SGP,,,,0.981,,,,-0.472405104867906
J0231.7-0451,RXC J0231.7-0451,A0362,2,31,47.3,-,4,51,21,37.947,-4.856,174.424,-57.324,0.1843,SGP,SGP,3.093,2.007814,2.7463,0.9301,,,,,,,,,,
J0231.9+0114,RXCJ0231.9+0114,RCS145,2,31,57.1,,1,14,40,37.988,1.245,167.43,-52.718,0.0221,NORAS/REFLEX,REFLEX,0.447,0.029541,0.2351,0.4325,losStr,SGP,,,,1.05,,,,-0.4984291191257637
J0232.2-4420,RXCJ0232.2-4420,,2,32,16.8,-,44,20,51,38.07,-44.347,259.971,-63.452,0.2836,NORAS/REFLEX,REFLEX,4.283,8.499136,6.1319,1.1728,B,SGP,,,,0.95,,,,
J0234.2-0356,WARP J0234.2-0356,,2,34,13.3,-,3,56,51,38.555,-3.947,174.063,-56.249,0.447,WARPS,WARPS,5.737,0.651633,1.1213,0.6255,,,,,,,,,,
J0236.6-1923,RXCJ0236.6-1923,A0367,2,36,40.2,-,19,23,13,39.168,-19.387,200.763,-64.68,0.0907,NORAS/REFLEX,REFLEX,1.691,0.669697,1.5047,0.7857,,SGP,,,,0.93,,,,-0.4651395169352359
J0237.4-2630,RXCJ0237.4-2630,A0368,2,37,29.2,-,26,30,17,39.372,-26.505,217.516,-66.375,0.2216,NORAS/REFLEX,REFLEX,3.572,3.823944,3.9543,1.0365,,SGP,,,,0.95,,,,
J0237.9-5224,BVH2007 28,"VMF98 28, A3038",2,37,59.6,-,52,24,47,39.498,-52.413,272.014,-57.841,0.136,400SD,400SD_SER,2.408,0.509129,1.2327,0.7241,,WARPS,SHARC_BRIGHT,160SD,,0.729,0.897,0.908,,
J0239.8-2320,RX J0239.8-2320,VMF98 29,2,39,52.6,-,23,20,35,39.969,-23.343,210.193,-65.236,0.45,160SD,160SD,5.759,0.832318,1.2985,0.656,,,,,,,,,,
J0241.3-2839,RXC J0241.3-2839,A3041,2,41,20.9,-,28,39,27,40.337,-28.657,222.991,-65.72,0.2323,SGP,SGP,3.702,3.399513,3.6504,1.0053,,,,,,,,,,
J0242.5-2132,MACSJ0242.5-2132,MCS  J0242.6-2132,2,42,35.9,-,21,32,26,40.649,-21.541,206.557,-64.128,0.314,MACS,MACS_MJFV,4.596,13.220298,5.0925,1.09,,,,,,,,,,
J0244.1-2611,RXC J0244.1-2611,,2,44,6.3,-,26,11,7,41.026,-26.185,217.252,-64.862,0.1362,SGP,SGP,2.411,1.266904,2.1489,0.8714,,,,,,,,,,
J0245.2-4627,RXC J0245.2-4627,A3047,2,45,12.6,-,46,27,14,41.303,-46.454,261.276,-60.417,0.0868,SGP,SGP,1.625,0.384329,1.0754,0.7034,,,,,,,,,,-0.4670716968060065
J0245.7+0936,BVH2007 29,,2,45,45.7,,9,36,36,41.44,9.61,163.892,-43.983,0.147,400SD,400SD_SER,2.571,0.521279,1.2406,0.723,,,,,,,,,,
J0246.0+3653,RXC J0246.0+3653,A0376,2,46,2.6,,36,53,16,41.511,36.888,147.108,-20.546,0.0488,NORAS/REFLEX,NORAS,0.955,0.713622,1.6098,0.8145,,BCS,,,,0.976,,,,-0.485637723525874
J0248.0-0332,RXCJ0248.0-0332,A0383,2,48,2.0,-,3,32,15,42.008,-3.537,177.761,-53.507,0.1883,NORAS/REFLEX,REFLEX,3.146,4.123734,4.2465,1.074,,SGP,,,,0.975,,,,
J0248.2-0216,RXC J0248.2-0216,A0384,2,48,16.3,-,2,16,44,42.068,-2.279,176.319,-52.593,0.236,SGP,SGP,3.746,6.162332,5.2314,1.1319,,,,,,,,,,
J0249.6-3111,RXCJ0249.6-3111,S0301,2,49,36.9,-,31,11,19,42.404,-31.188,229.003,-63.961,0.023,NORAS/REFLEX,REFLEX,0.464,0.084804,0.4469,0.5356,L,SGP,,,,1.137,,,,-0.49792864428064176
J0250.0+1907,BVH2007 30,,2,50,3.6,,19,7,51,42.515,19.131,157.995,-35.539,0.122,400SD,400SD_SER,2.194,0.147644,0.5854,0.5676,,WARPS,SHARC_BRIGHT,,,0.665,0.737,,,
J0250.2-2129,RXCJ0250.2-2129,,2,50,17.2,-,21,29,56,42.572,-21.499,207.69,-62.413,0.207,NORAS/REFLEX,REFLEX,3.389,3.820564,3.9964,1.0456,X *,,,,,,,,,
J0251.2-2055,BVH2007 31,,2,51,17.8,-,20,55,46,42.824,-20.929,206.687,-62.011,0.325,400SD,400SD_SER,4.704,1.190621,1.7897,0.766,,,,,,,,,,
J0251.4-2456,RXC J0251.4-2456,A0389,2,51,28.8,-,24,56,58,42.87,-24.949,215.13,-63.011,0.1134,SGP,SGP,2.06,0.818425,1.6735,0.8079,,,,,,,,,,
J0252.8-0116,RXCJ0252.8-0116,NGC1132,2,52,49.4,-,1,16,27,43.206,-1.274,176.442,-51.077,0.0235,NORAS/REFLEX,REFLEX,0.474,0.091018,0.4664,0.5432,,SGP,,,,0.942,,,,-0.4976367202423829
J0254.4+4134,RXC J0254.4+4134,AWM 7,2,54,29.5,,41,34,18,43.623,41.572,146.346,-15.638,0.0172,CIZA,CIZAI,0.35,0.854335,1.8346,0.8591,,,,,,,,,,-0.5005796795390807
J0255.8+0918,RXC J0255.8+0918,IC 1867,2,55,51.3,,9,18,48,43.964,9.313,166.856,-42.703,0.0258,NORAS/REFLEX,NORAS,0.519,0.050435,0.3249,0.4812,?,,,,,,,,,-0.4965375014415069
J0256.5+0006,RX J0256.5+0006,,2,56,33.0,,0,6,12,44.137,0.103,175.927,-49.448,0.36,SHARC,SHARC_BRIGHT,5.03,3.662998,3.452,0.941,,,,,,,,,,
J0257.1-2326,MACSJ0257.1-2325,,2,57,9.2,-,23,26,6,44.288,-23.435,212.568,-61.417,0.5049,MACS,MACS_DIST,6.136,12.51974,6.4762,1.097,,,,,,,,,,
J0257.6+0600,A400,A0400,2,57,38.9,,6,0,22,44.412,6.006,170.271,-44.954,0.0238,BCS,BCS,0.48,0.221118,0.8012,0.6505,,,,,,,,,,-0.497511045076865
J0257.6-2209,MACSJ0257.6-2209,MCS J0257.6-2209,2,57,41.3,-,22,9,14,44.422,-22.154,210.07,-60.962,0.322,MACS,MACS_MJFV,4.675,6.225947,5.8788,1.14,,,,,,,,,,
J0257.8+1302,RXC J0257.8+1302,A0399,2,57,49.8,,13,2,57,44.457,13.049,164.315,-39.458,0.0722,NORAS/REFLEX,NORAS,1.375,3.592916,4.2452,1.1169,,BCS,,,,0.887,,,,-0.47430591130900546
J0258.2-2105,RXC J0258.2-2105,A3073,2,58,15.0,-,21,5,29,44.562,-21.091,208.072,-60.523,0.1226,SGP,SGP,2.204,0.764222,1.5944,0.7926,,,,,,,,,,
J0258.7+0012,RX J0258.7+0012,VMF98 30,2,58,46.1,,0,12,44,44.692,0.212,176.403,-48.976,0.259,160SD,160SD,4.013,0.319229,0.8451,0.6113,,,,,,,,,,
J0258.9+1334,RXC J0258.9+1334,A0401,2,58,57.5,,13,34,46,44.74,13.58,164.185,-38.87,0.0739,NORAS/REFLEX,NORAS,1.405,6.088643,5.8488,1.2421,L,BCS,,,,0.88,,,,-0.47346899378506524
J0259.5+0013,BVH2007 32,VMF98 31,2,59,33.8,,0,13,45,44.891,0.229,176.596,-48.822,0.194,400SD,400SD_SER,3.222,0.488026,1.1508,0.6936,,160SD,,,,1.015,,,,
J0300.7+4427,RXC J0300.7+4427,,3,0,45.0,,44,27,47,45.188,44.463,145.949,-12.553,0.03,CIZA,CIZAI,0.601,0.93759,1.9253,0.8696,,,,,,,,,,-0.49456442708907594
J0301.6+0155,RXCJ0301.6+0155,Zw0258.9,3,1,37.2,,1,55,11,45.405,1.92,175.337,-47.268,0.1712,NORAS/REFLEX,REFLEX,2.915,3.711221,4.0333,1.0621,X,BCS,,,,0.924,,,,
J0301.8+3550,A407,A0407,3,1,49.4,,35,50,6,45.456,35.835,150.615,-19.932,0.0464,BCS,BCS,0.911,0.282261,0.9159,0.6754,,CIZAII,,,,1.248,,,,-0.4867799409628859
J0302.3-0423,BVH2007 33,,3,2,21.3,-,4,23,29,45.589,-4.391,182.687,-51.389,0.35,400SD,400SD_SER,4.94,7.917197,5.5681,1.1078,,,,,,,,,,
J0303.3+0155,RXCJ0303.3+0155,A0409,3,3,21.1,,1,55,35,45.838,1.926,175.78,-46.957,0.153,NORAS/REFLEX,REFLEX,2.658,3.027404,3.6105,1.0301,,BCS,SGP,,,0.872,0.899,,,
J0303.7-7752,RXCJ0303.7-7752,,3,3,46.4,-,77,52,9,45.943,-77.869,294.668,-37.05,0.2742,NORAS/REFLEX,REFLEX,4.181,6.344215,5.1687,1.1117,,,,,,,,,,
J0304.1-3656,RXCJ0304.1-3656,A3084,3,4,7.2,-,36,56,36,46.03,-36.943,240.66,-60.395,0.2192,NORAS/REFLEX,REFLEX,3.542,3.639374,3.8438,1.0276,,SGP,,,,0.953,,,,
J0304.4-0702,BVH2007 34,,3,4,24.7,-,7,2,13,46.103,-7.037,186.584,-52.617,0.135,400SD,400SD_SER,2.393,0.183334,0.6618,0.5887,,,,,,,,,,
J0304.5+1527,MS0301.7+1516,,3,4,30.2,,15,27,30,46.126,15.458,164.096,-36.562,0.083,EMSS,EMSS_1994,1.561,0.178731,0.6761,0.6033,,,,,,,,,,-0.4690180496857993
J0305.3+1728,MS0302.5+1717,,3,5,18.2,,17,28,24,46.326,17.473,162.788,-34.838,0.4249,EMSS,EMSS_2004,5.571,1.897601,2.1915,0.7888,,,,,,,,,,
J0305.5+1710,MS0302.7+1658,,3,5,31.7,,17,10,3,46.382,17.167,163.064,-35.051,0.4246,EMSS,EMSS_2004,5.569,2.187326,2.3904,0.812,,,,,,,,,,
J0306.4-0943,BVH2007 35,IC1880,3,6,28.7,-,9,43,50,46.62,-9.731,190.759,-53.739,0.0342,400SD,400SD_SER,0.681,0.042077,0.2893,0.4617,,,,,,,,,,-0.49256666319981857
J0307.0-2840,RXCJ0307.0-2840,A3088,3,7,4.1,-,28,40,14,46.767,-28.671,223.911,-60.094,0.2537,NORAS/REFLEX,REFLEX,3.953,6.258801,5.2091,1.1231,,SGP,,,,0.971,,,,
J0307.0-0628,BVH2007 36,,3,7,4.7,-,6,28,51,46.77,-6.481,186.5,-51.754,0.347,400SD,400SD_SER,4.912,3.027811,3.1062,0.9129,,,,,,,,,,
J0308.9+2645,MACSJ0308.9+2645,,3,8,56.0,,26,45,35,47.233,26.76,157.313,-26.782,0.356,MACS,MACS_BRIGHT,4.994,14.7,16.4,1.58,,,,,,,,,,
J0311.4-2653,RXCJ0311.4-2653,A3094,3,11,25.0,-,26,53,59,47.854,-26.9,220.674,-58.926,0.0685,NORAS/REFLEX,REFLEX,1.31,0.334315,1.0004,0.6907,,SGP,,,,0.907,,,,-0.4761289773203454
J0311.5+0714,RXC J0311.5+0714,,3,11,35.8,,7,14,17,47.899,7.238,172.663,-41.715,0.142,NORAS/REFLEX,NORAS,2.497,1.004167,1.8571,0.8284,?,,,,,,,,,
J0313.3+2624,RXC J0313.3+2624,,3,13,22.5,,26,24,24,48.344,26.407,158.451,-26.506,0.1649,NORAS/REFLEX,NORAS,2.827,1.212633,2.0487,0.8493,,,,,,,,,,
J0313.6-3817,RXC J0313.6-3817,A3098,3,13,38.0,-,38,17,55,48.408,-38.299,242.648,-58.307,0.0833,SGP,SGP,1.566,0.356274,1.0294,0.694,,,,,,,,,,-0.4688538990546024
J0314.3-4525,RXCJ0314.3-4525,A3104,3,14,19.8,-,45,25,27,48.582,-45.424,255.328,-56.297,0.0718,NORAS/REFLEX,REFLEX,1.368,1.027456,1.9792,0.8662,,SGP,,,,0.899,,,,-0.4744798463228334
J0317.9-4414,RXCJ0317.9-4414,A3112,3,17,58.5,-,44,14,20,49.494,-44.239,252.935,-56.077,0.0752,NORAS/REFLEX,REFLEX,1.427,3.815928,4.3948,1.1288,,SGP,,,,0.933,,,,-0.47281997826450384
J0318.2-0301,RX J0318.2-0301,BS RXJ0318.2-0301,3,18,17.5,-,3,1,14,49.573,-3.021,184.879,-47.433,0.37,SHARC,SHARC_SOUTH,5.119,0.962945,1.5161,0.7125,,,,,,,,,,
J0318.5-0302,BVH2007 37,BS RXJ0318.5-0302,3,18,33.4,-,3,2,56,49.639,-3.049,184.972,-47.398,0.37,400SD,400SD_SER,5.119,2.699017,2.8422,0.8786,,SHARC_BRIGHT,SHARC_SOUTH,,,1.075,1.127,,,
J0319.7+4130,RXC J0319.7+4130,A0426,3,19,47.2,,41,30,47,49.947,41.513,150.572,-13.262,0.0179,CIZA,CIZAI,0.364,6.217359,6.1508,1.2856,,,,,,,,,,-0.5002418884031801
J0320.3-4259,BVH2007 38,,3,20,18.1,-,42,59,13,50.075,-42.987,250.57,-56.033,0.158,400SD,400SD_SER,2.729,0.294843,0.8694,0.6397,,,,,,,,,,
J0320.6-4311,BVH2007 39,S0343,3,20,37.8,-,43,11,52,50.158,-43.198,250.904,-55.919,0.149,400SD,400SD_SER,2.6,0.226144,0.7445,0.6094,,,,,,,,,,
J0321.9-5119,RX J0321.9-5119,A3120,3,21,57.0,-,51,19,33,50.488,-51.326,263.814,-52.793,0.0696,SHARC,SHARC_BRIGHT,1.33,0.309916,0.9545,0.6797,,,,,,,,,,-0.4755885315841029
J0322.2-5310,RXCJ0322.2-5310,APMCC391,3,22,12.7,-,53,10,41,50.553,-53.178,266.485,-51.914,0.0797,NORAS/REFLEX,REFLEX,1.505,0.454206,1.1966,0.7305,,EMSS_1994,,,,1.251,,,,-0.4705834906567449
J0322.3-4121,RXCJ0322.3-4121,A3122,3,22,18.6,-,41,21,34,50.578,-41.36,247.581,-56.07,0.0643,NORAS/REFLEX,REFLEX,1.236,0.593611,1.4238,0.778,,,,,,,,,,-0.47815440119933417
J0322.3-4918,BVH2007 NS 1,"VMF98 32, S0346",3,22,20.5,-,49,18,42,50.585,-49.312,260.718,-53.58,0.067,400SD,400SD_NONSER,1.284,0.065549,0.3708,0.4964,,160SD,,,,1.019,,,,-0.4768230791918219
J0322.9-1338,BVH2007 40,,3,22,59.4,-,13,38,15,50.748,-13.637,199.741,-52.195,0.334,400SD,400SD_SER,4.79,1.006899,1.6041,0.7361,,,,,,,,,,
J0323.9-1916,BVH2007 41,,3,23,59.5,-,19,16,34,50.998,-19.276,208.544,-54.221,0.332,400SD,400SD_SER,4.771,1.530195,2.0738,0.8025,,,,,,,,,,
J0327.9+0233,BVH2007 42,UGC02748,3,27,54.5,,2,33,47,51.977,2.563,180.973,-42.022,0.0302,400SD,400SD_SER,0.605,0.029697,0.2346,0.4311,,,,,,,,,,-0.4946253537863814
J0328.6-2140,BVH2007 43,,3,28,36.1,-,21,40,4,52.15,-21.668,212.994,-53.948,0.59,400SD,400SD_SER,6.633,3.50971,2.7751,0.7996,,,,,,,,,,
J0328.6-5542,RXCJ0328.6-5542,A3126,3,28,37.5,-,55,42,46,52.156,-55.713,269.309,-49.884,0.0853,NORAS/REFLEX,REFLEX,1.6,1.467361,2.4368,0.9243,,,,,,,,,,-0.46784764095529024
J0329.6-0211,MACSJ0329.6-0211,MCS  J0329.6-0211,3,29,41.5,-,2,11,46,52.423,-2.196,186.444,-44.674,0.45,MACS,MACS_MJFV,5.759,13.573036,4.4622,0.99,,,,,,,,,,
J0330.0-5235,RXCJ0330.0-5235,A3128,3,30,0.7,-,52,35,46,52.503,-52.596,264.801,-51.124,0.0624,NORAS/REFLEX,REFLEX,1.202,1.101682,2.0786,0.8831,"DL,two maxima/NE-SW",,,,,,,,,-0.4790880599351452
J0331.1-2100,RXCJ0331.1-2100,,3,31,7.3,-,21,0,12,52.78,-21.003,212.216,-53.192,0.188,NORAS/REFLEX,REFLEX,3.142,3.817746,4.0524,1.0575,X *,,,,,,,,,
J0331.9-4524,BVH2007 NS 2,,3,31,59.4,-,45,24,24,52.998,-45.407,253.614,-53.359,0.0671,400SD,400SD_NONSER,1.286,0.02691,0.2155,0.4142,,,,,,,,,,-0.4769398324109162
J0332.2-2910,BVH2007 44,,3,32,13.5,-,29,10,39,53.056,-29.177,225.901,-54.671,0.15,400SD,400SD_SER,2.614,0.421145,1.0869,0.6911,,,,,,,,,,
J0333.0-3913,RX J0333.0-3914,,3,33,5.6,-,39,13,49,53.273,-39.23,243.273,-54.417,0.245,SHARC,SHARC_SOUTH,3.852,0.119042,0.4682,0.5047,,,,,,,,,,
J0333.1-2456,BVH2007 45,,3,33,10.2,-,24,56,41,53.292,-24.945,218.82,-53.759,0.475,400SD,400SD_SER,5.937,2.430499,2.4442,0.8021,,,,,,,,,,
J0334.0-3900,BVH2007 46,A3135,3,34,3.7,-,39,0,49,53.515,-39.014,242.864,-54.258,0.0623,400SD,400SD_SER,1.2,0.059841,0.3519,0.4885,,SHARC_SOUTH,,,,2.186,,,,-0.4791287552189989
J0334.9-5342,RXCJ0334.9-5342,APMCC421,3,34,56.2,-,53,42,8,53.734,-53.702,265.883,-49.985,0.0619,NORAS/REFLEX,REFLEX,1.193,0.28708,0.9158,0.6721,,,,,,,,,,-0.47935011071407435
J0336.3-4037,RXCJ0336.3-4037,A3140,3,36,18.7,-,40,37,20,54.078,-40.622,245.471,-53.611,0.1729,NORAS/REFLEX,REFLEX,2.938,4.122744,4.295,1.0839,,,,,,,,,,
J0336.3-0347,RXCJ0336.3-0347,,3,36,22.8,-,3,47,29,54.095,-3.792,189.629,-44.264,0.1595,NORAS/REFLEX,REFLEX,2.751,2.299077,3.0382,0.9703,X *,,,,,,,,,
J0336.8-2804,BVH2007 47,A3141,3,36,49.4,-,28,4,53,54.206,-28.081,224.275,-53.526,0.105,400SD,400SD_SER,1.925,0.381559,1.0571,0.6952,,,,,,,,,,
J0337.0-3949,RXCJ0337.0-3949,A3142,3,37,0.0,-,39,49,12,54.25,-39.82,244.101,-53.593,0.103,NORAS/REFLEX,REFLEX,1.893,0.820253,1.6881,0.8131,losStr,,,,,,,,,
J0337.7-2522,RX J0337.7-2522,VMF98 33,3,37,44.9,-,25,22,39,54.437,-25.378,219.896,-52.839,0.585,160SD,160SD,6.607,0.694751,1.038,0.5773,RDCS/SSHARC,SHARC_SOUTH,,,,1.517,,,,
J0338.1-2256,BVH2007 48,,3,38,11.8,-,22,56,24,54.549,-22.94,216.045,-52.164,0.173,400SD,400SD_SER,2.94,0.20783,0.6947,0.5906,,,,,,,,,,
J0338.4-3526,RXCJ0338.4-3526,FORNAX,3,38,27.9,-,35,26,54,54.616,-35.448,236.712,-53.64,0.0051,NORAS/REFLEX,REFLEX,0.105,0.019681,0.1855,0.4017,"B,losStr",,,,,,,,,-0.5060368575360306
J0338.6+0958,RXC J0338.6+0958,2A0335,3,38,40.8,,9,58,28,54.67,9.974,176.261,-35.054,0.0347,NORAS/REFLEX,NORAS,0.691,2.452387,3.4496,1.0547,,BCS,,,,1.059,,,,-0.49235172695525004
J0339.4-3313,BVH2007 49,A3150,3,39,24.3,-,33,13,9,54.851,-33.219,232.963,-53.435,0.269,400SD,400SD_SER,4.124,1.038229,1.7212,0.7721,,,,,,,,,,
